,formula,Number of Atoms,Density (g cm-3),Volume (Å3),the total atomic mass (amu),Bulk modulus (GPa),Shear modulus (GPa),Sound velocity of the transverse wave (m s-1),Sound velocity of the longitude wave (m s-1),Poisson ratio,Acoustic Debye Temperature (K),Kappa_cal (W m-1 K-1)
mp-27713,V1Br2O1,4,4.335566662857268,86.8477879,226.749,22.054303275671906,7.273454197780584,1295.2315660585678,2706.2272651674275,0.3514335310366541,97.92096469304532,0.4583538216274804
mp-561203,F4,4,2.361705275882729,53.43199917,75.992,6.67851416641625,4.556332510162531,1388.9763633519706,2323.8278793259947,0.2220830553738484,121.50172066365076,0.5561274316032782
mp-1181106,K1Cr1O2,4,1.4367156982360607,142.27160794,123.092,43.823776954968594,3.916116763448915,1650.9822252642807,5842.693824092193,0.4566121139878619,107.3789848197266,0.1000921411505384
mp-570081,Cu2I2,4,5.7297883474784985,110.39048505,380.9,14.973727441108991,6.90046462098378,1097.412434706335,2054.0361625259616,0.300263064919591,76.07842936702322,0.5734675510108722
mp-996982,Ag1Bi1O2,4,7.640013157673657,75.82263794,348.846,68.38109055962593,14.099281526951817,1358.474335050469,3378.016054983846,0.4035364167166368,108.2246191554058,0.531456936685845
mp-22870,In2Br2,4,4.971292054926816,130.08732643,389.444,14.39496572641761,6.738471955022246,1164.2495362929062,2168.621968183831,0.2975355408136129,76.38711881562395,0.6379469373748899
mp-23202,In2I2,4,5.312325650105313,151.11957851,483.444,9.568032080286544,2.626622091011761,703.1637140388034,1568.5511534670554,0.3742469580561862,44.33481360301548,0.0882131104380918
mp-1225798,Cu2Br1Cl1,4,5.581950076956332,72.12630732,242.449,36.85498620808457,12.42879475017321,1492.181097104962,3093.757377961076,0.3484216343206895,119.96706129172534,0.8692892143597974
mp-569346,Cu2I2,4,5.803311407326872,108.99193073,380.9,42.7317712171532,10.32975311825628,1334.1572888309624,3120.359544424375,0.388145661729637,93.97938577482846,0.5130206297747406
mp-676400,Tl1N1O2,4,5.515035473655566,75.39185858,250.388,14.704352255118533,4.986278095796132,950.8545589306176,1967.670970711587,0.3476676483531746,75.31826619458046,0.2269125310757584
mp-1184709,Hg4,4,11.739359028189682,113.49693501,802.36,11.79243623590808,2.1672910344291,429.6713780364442,1118.337141115298,0.4134113408061279,29.96406292601353,0.0261591223772954
mp-23227,Cu2Br2,4,5.386006248632338,88.45511351,286.9,32.5005811402539,10.890169284158013,1421.9485703393166,2954.6878893926805,0.3492945320495707,106.81501081702488,0.7714336157559296
mp-29868,Li1Au1C2,4,5.569795646189046,67.95500957,227.93,45.757949195963135,13.722241713670622,1569.614137868824,3391.207916466769,0.36368281015942,128.9895483283818,0.8692081323039357
mp-23177,Hg2Br2,4,7.337851619786471,126.95327088,560.988,13.458786658181111,4.816084931612485,810.1447197721943,1645.9865224381176,0.3401474535750398,53.88548530745608,0.235698551619413
mp-570301,Ag2Br2,4,6.245302955119292,99.85425275,375.544,37.924470850749344,8.913531786582015,1194.6705377524036,2824.0861461398213,0.3910210230442477,86.68046228979863,0.3733162355263204
mp-998913,K1O3,4,1.84913140260848,78.21403625,87.095,18.044155861615117,6.743478940203433,1909.6690773785613,3823.6928912341423,0.3338388314645257,149.1498878996682,0.6941728682724879
mp-571636,In2Cl2,4,4.002636073903867,124.68617889,300.54200000000003,10.995058347536972,4.766885236963473,1091.3003528405704,2082.0349596966325,0.3105976785771909,72.74113668336034,0.3845679981887208
mp-3915,Ba1Hg1O2,4,6.302296577405306,97.46806729,369.915,51.71586131288728,14.483563896851882,1515.9619523946317,3357.091458197964,0.371925963347579,110.59230288222484,0.9263280940520756
mp-1179963,Na1Cr1O2,4,1.3711454697000616,129.567043,106.984,43.01177451409469,4.117300070803779,1732.8640555469292,5947.519219046713,0.4536175109538088,116.23242941108802,0.1131618368367788
mp-22859,Hg2I2,4,7.187746610778909,151.32121986,654.988,9.518665473101253,3.728336846276988,720.2133913207329,1419.8240736272191,0.3267734004784972,45.100664953448046,0.1898188083807906
mp-1185537,Cs2Hg1Te1,4,5.391747278764871,182.9431556,594.0,12.797293480098974,5.797527812626568,1036.947231597875,1951.1985929547525,0.3032041599388351,60.76903814971755,0.5291244666286052
mp-568927,Ag2I2,4,6.689822541977625,116.55232642,469.544,28.121084684855965,5.593065534970014,914.3609185417224,2306.1446863672872,0.4067369770046623,63.14538569045619,0.1575731655128918
mp-10378,Cs3Sb1,4,4.374408740704975,197.5785355,520.475,7.315846884605973,1.925337709649964,663.4279712521676,1503.086321581654,0.3790256239526443,38.2789777452578,0.0636662413386463
mp-1245869,Sn1C1N2,4,3.9419776013148233,66.86791672,158.735,40.5475404462466,8.959255837267943,1507.5748822261803,3649.173476864911,0.3971003782909584,125.13077052713864,0.3872864866628122
mp-864928,Br2Cl2,4,2.401713113303225,159.5188714,230.714,1.4644436319772138,0.1753187221988796,270.1802403384912,840.8801492761958,0.4424385529030941,16.885291191309083,0.0009772353057919
mp-1008492,Br2Cl2,4,2.527220660716671,151.59680008,230.714,1.0934475972217252,0.1527037884114374,245.8121379441136,716.4027111360095,0.4332791800884786,15.606976882513433,0.0008798856694603
mp-567809,Ag2I2,4,5.8685347923922135,132.86355252,469.544,25.998767183935573,6.724481025440605,1070.4454595576128,2440.90187741876,0.3809415915278643,70.51636375873346,0.3083644470393945
mp-557835,Tl2F2,4,8.759809152250353,84.69169618,446.762,17.068716337395866,7.059019675420887,897.6868719928865,1738.6723895386203,0.3182699930055598,68.1371352441937,0.3914880223343973
mp-27639,I2Br2,4,4.254114225527671,161.45348819,413.616,1.832762151853284,0.6776252791970482,399.1078098120124,801.9998882993691,0.3354189693037151,24.486408532316464,0.0183455231367565
mp-1379,Sn2S2,4,3.935805910081707,127.22864681,301.54999999999995,25.42513717391648,8.860854640722996,1500.4480702707574,3075.995710065112,0.343882254176855,99.77763652016662,0.7807327304610945
mp-672234,N4,4,0.5282536398092783,176.12535061,56.028,1.8645523001500055,0.8001502390208827,1230.7349127660982,2355.687737780405,0.312283146433684,73.12962768001518,0.080796310743708
mp-571454,Li1Ag1C2,4,3.368074546963269,68.44851104,138.831,57.6938786721429,12.702082284875337,1941.9883186078275,4707.23455716817,0.3974446006274207,159.9448579516409,0.7100501855776242
mp-1008394,Cl4,4,2.089826369966512,112.68394057,141.812,1.163842271213976,0.2870454003292488,370.61261133872375,860.2597710529503,0.3860500538002533,25.81060389272173,0.0040936429596225
mp-1007922,Cu2I2,4,5.300136330114439,119.33921611,380.9,20.411414592282075,4.142977838124606,884.1231955950303,2212.090189446584,0.4049444653095529,60.563313760429125,0.1162493445451926
mp-571079,Tl2Cl2,4,6.469192606070118,123.1270673,479.672,11.1199115222495,5.95689661723508,959.5884030030649,1716.580631719041,0.2727337094564548,63.927120226011546,0.5244637410400875
mp-28650,Cs1Br2F1,4,3.87401658112748,133.61336511,311.711,11.62456629381025,4.582449687416357,1087.5972857622105,2139.5809726571706,0.3257895212673724,70.98235924347327,0.3403527769361644
mp-632539,Tl1In1S2,4,5.24541640146175,121.35375555,383.331,28.09386543420075,8.900410170028918,1302.6118531050013,2760.124157176138,0.3567253940924245,88.15001618907303,0.6032229495930357
mp-22894,Ag2I2,4,5.49284963054148,141.95079659,469.544,26.387683249212287,5.90730946602151,1037.0411899006974,2497.587908528994,0.3958395817187333,66.96266493028801,0.2289895069699288
mp-5770,Ag1N1O2,4,4.041540917343927,63.22294034,153.873,24.5634264983114,6.767469939273105,1294.0160935633246,2882.772066884723,0.3738318560947247,109.08175327465123,0.314069771476476
mp-635413,Cs3Bi1,4,4.870414332408532,207.19487226,607.695,5.828018615409119,1.5829938306269342,570.1073718725182,1276.706628699932,0.3754662736929446,32.36171552760035,0.047325075706575
mp-1179985,P2Br2,4,2.302902579685399,159.90390208,221.756,2.05641700279154,0.7318988263847651,563.7515412874347,1147.485003140754,0.3409180693270044,34.724542085462005,0.0267587957878702
mp-727322,Sn2S2,4,2.7625151003280424,181.26498566,301.54999999999995,38.34390723988994,10.088733075831373,1911.023314914514,4330.059856362876,0.3790517534604487,113.47739975402196,0.933518873948776
mp-570687,Ag2Cl2,4,5.433962459649617,87.59562999,286.642,41.49619310052376,8.743888900564999,1268.510301737909,3127.609807602149,0.4015567787054087,96.28450289781529,0.3305716470697787
mp-865145,Na1Tl2Bi1,4,8.784555881722657,121.12075369,640.736,31.840971638143007,9.948048284460423,1064.165162414116,2265.9619453618443,0.3585196155025941,72.07758752544517,0.5420360602638483
mp-1066781,Br2Cl2,4,2.419137021689074,158.36993185,230.714,1.1305909550747577,0.1669520048116561,262.70333452602824,747.9106856217112,0.4296298487904866,16.430283262497916,0.0011015985212785
mp-22863,Cu2I2,4,5.770905702653829,109.6039595,380.9,12.544029620373792,5.413422579063675,968.5320040045304,1850.5151701316,0.3113593358071946,67.39944916876742,0.3694704896739897
mp-559676,Sn2S2,4,5.074313733751051,98.68275521,301.54999999999995,40.621354105539226,11.953270661158433,1534.810349755601,3338.584625186244,0.3660120808511751,111.41600089227674,0.8209894443943954
mp-10421,Rb1Au1C2,4,4.626388384800106,109.99848551,306.457,24.51272208974066,9.436724353720152,1428.201846679789,2831.6317124591337,0.3294051799971109,99.50221058652942,0.8407060515346008
mp-561367,F4,4,2.332539725522552,54.10010083,75.992,7.334679165617668,5.851207120202757,1583.8287104379715,2547.3884551037563,0.1849135306128279,137.42129516790612,0.9411987399304932
mp-10423,K1Au1C2,4,4.368539794863309,98.86477854,260.087,22.380533935734142,6.561851182675302,1225.5895244753622,2669.433474867101,0.3664543332133335,88.91955919618589,0.3586635211127669
mp-1184046,Cu2Cl2,4,4.27135733563056,76.9757886,197.998,59.76931665528424,8.762404894343845,1432.282566907296,4090.023770451079,0.4301133485323289,113.93979188679194,0.2460852713293
mp-7896,Cs2O2,4,4.691048907798564,105.42063989,297.808,17.66151172587995,7.626003134192767,1275.0097601822945,2435.666626732173,0.3112703661789456,89.88442377870952,0.6767384089797236
mp-22897,Hg2Cl2,4,6.9211086674169096,113.26734014,472.086,22.200698757846254,5.067580605760388,855.6822015813666,2045.4670843899537,0.3939388142987968,59.55436302077668,0.1535555102065202
mp-568949,Tl2Br2,4,6.905791733497086,136.72022624,568.5740000000001,15.385060853122503,7.065434195880374,1011.492552918836,1895.2586089515607,0.3008638016624353,65.30108346139296,0.5790821715194638
mp-723629,Na2I2,4,3.034273005185689,164.06609457,299.788,14.37988374255618,6.843039806879342,1501.7484988615556,2783.190791497197,0.2946377136192171,91.16289810835768,0.9185363435082452
mp-1207136,Rb1Ag1C2,4,3.257424588671768,110.80529334,217.358,40.4683175785427,10.708523762368806,1813.124461657716,4099.589731918487,0.3784167514977418,126.84820244888375,0.8028987273904787
mp-571458,Rb1Ge1I3,5,4.324449115313695,206.90556185,538.8199999999999,11.99530571771273,3.661130444679684,920.1152014147004,1975.5126875419865,0.361485381642345,52.15433813365781,0.1607340094989309
mp-1147745,Cs1Si1I3,5,3.908964972435713,230.12230252,541.703,10.634949328505757,4.943904816078772,1124.6157488873846,2099.2864325811925,0.2987487591765398,61.019720106446336,0.4342595862436778
mp-654759,Fe1Bi1O3,5,4.354989710348314,119.28048709,312.822,11.175307877340904,6.057570890617297,1179.3852339105972,2102.5442218586268,0.2704508799563174,79.38351214420511,0.5250889703866146
mp-34202,Bi2Te3,5,7.315553206279093,181.76675182,800.76,24.53847206268801,10.488590842443738,1197.388231441954,2294.763473378508,0.3129353544598811,70.41029436229758,0.8294979924390425
mp-676561,Ag3S1I1,5,6.417507082597634,124.86936742,482.573,34.77290151739386,6.954119057145168,1040.9692063448751,2619.783641167541,0.4062558291650701,70.25140034842967,0.1836568096772988
mp-1223831,In2S3,5,4.039320277612811,133.95019815,325.831,30.79473809421796,10.162129165368102,1586.127922075933,3313.3283847048165,0.351353122544262,103.78475526995742,0.7253404551434516
mp-1224873,Ga2Te3,5,3.7952160279504015,228.50613765,522.246,18.955197732852568,7.6507583247195905,1419.8222935232973,2771.706723834386,0.3221204823874947,77.45065846980097,0.728068241713135
mp-642739,Cs1Ge1Br3,5,3.856147809073224,191.74159348,445.257,14.014480403171238,7.056699748373199,1352.7700622101988,2464.610279289981,0.2844191601885915,77.86199875679308,0.7624016765495079
mp-1068813,K2Te2Pd1,5,3.7797505804568576,193.22669732,439.816,23.131507120120517,7.545287139561935,1412.883374080645,2963.360037520699,0.3528988968129007,81.83724240621578,0.5351534687536992
mp-1179783,Rb1I1O3,5,2.355592493766788,183.54745291,260.369,17.319597237174342,3.323249391649353,1187.767358500366,3038.683756297726,0.409828327825834,70.53359060865318,0.1089597430661895
mp-755100,Cs2Ni1O2,5,4.493725354999916,131.73873088,356.501,21.11354309766006,9.32854568821939,1440.8000287965085,2732.457279943726,0.3074449237114746,94.25377419625484,0.826060389776815
mp-1207244,K2Mg1P2,5,1.4868818551698828,183.65976491,164.449,21.7640316305223,7.510198556865142,2247.436753067319,4622.985371350493,0.3452617726489998,132.2625654555375,0.8864322445052866
mp-998176,Rb1Pb1Br3,5,4.126759802753394,214.2258078,532.38,19.551545253729746,8.024894471879925,1394.4889243513535,2707.498195917077,0.3194747073690379,77.69596092552203,0.7474820953862901
mp-22995,Ag3S1I1,5,6.576229483746246,121.85554835,482.573,40.8720997417579,7.25394777043044,1050.2646113296378,2772.339760830932,0.4162169788126638,71.55517669940286,0.1690348052143264
mp-2227442,Mg1V1Cl2O1,5,2.095089316475162,128.52245604,162.15200000000002,10.605817911651334,5.958338137362095,1686.4027503728162,2975.5950800570126,0.2634064896309168,110.62785164355124,0.7847951493535381
mp-998535,In1Pb1Cl3,5,3.72559468418697,190.93686546,428.377,10.078962351999545,5.108175166361039,1170.9412026698878,2129.1941061283846,0.2832154686463012,67.48090000618265,0.4802393116281581
mp-998605,Rb1Pb1Cl3,5,3.547864424094218,186.76458031,399.027,16.293206766963653,8.096249612831429,1510.6311535054328,2763.163706777625,0.2868505660793392,87.74011493960379,0.9551316237624434
mp-2646986,Cs1Sb1S1I2,5,4.416953854968963,203.21820788,540.538,12.11440976596638,4.06644889941744,959.5027604690366,1992.5446758758624,0.3490541468966409,54.621969627050944,0.2055861330746472
mp-632480,Ag3S1I1,5,6.496880243680882,123.34382346,482.573,36.839501394528654,7.477054397723583,1072.7853629182605,2684.181140484815,0.4049491207005318,72.68283950988445,0.2058980526469629
mp-1225059,Fe1Cl4,5,2.6585729775746008,123.45903047,197.657,8.470666817523254,5.151264192513677,1391.9787935692436,2402.0082829708517,0.2471835427759676,92.3682190792144,0.5974119628404567
mp-5072,Rb2Hg1O2,5,5.459159355093945,122.74472777,403.524,26.306208043675483,11.238547908514922,1434.8027975035752,2750.201354482246,0.3130174063647556,96.16901912983916,0.9338898230115268
mp-1069819,Sn1N2F2,5,3.742363388934979,81.9647678,184.72,17.743884826920873,8.25549690460038,1485.2468211298371,2771.756763390111,0.2986043412665168,113.68432410202334,0.6794401522947675
mp-1069193,Pd1N2Cl2,5,2.801844540636387,121.69949373,205.34,5.049041302331654,2.6129684490722456,965.7063017349398,1745.1342250850123,0.2793112448388026,64.63717539393751,0.1781311736855133
mp-1096949,Cu1Ge1I3,5,5.086898949119743,168.73725902,516.898,10.266803980468524,3.125855451613539,783.8949927404,1684.5192984108016,0.3617949000076235,47.56032229807521,0.108935910436972
mp-614013,Cs1Sn1I3,5,4.226983854475258,248.41075007,632.327,13.435466322837158,6.7775921318493015,1266.2586364610363,2305.727825694324,0.284079727308927,66.85302478489807,0.7486218899735535
mp-7482,Rb1Hg1F3,5,6.050741985395539,94.14788544,343.052,45.95256582332498,15.272382537866832,1588.7262806517365,3310.579346275719,0.3503979505161421,116.90492096649626,0.9784556390455108
mp-722666,Cd1N2Cl2,5,2.6041326138983973,134.75949048,211.331,13.953280591616789,4.116122051965688,1257.2237416017088,2732.327187598793,0.3657084579845749,82.25861867648283,0.2061053972401761
mp-1229116,Ag3S1Br1,5,6.1249652003825545,118.0909386,435.573,43.26993493031352,8.288392767495274,1163.27755537204,2978.0539850101613,0.409972835481925,80.02034744529284,0.2293489601934401
mp-1069538,Cs1Pb1I3,5,4.844104858176596,247.09885553,720.817,12.589614198537207,7.526520440660738,1246.4944666107638,2161.1618083714325,0.2507519555158374,65.66169341660357,0.9688136537717856
mp-28377,Cs1Ge1I3,5,4.325470089302884,225.0681167,586.257,9.807128425798371,4.501130700075693,1020.1033065775034,1911.747555922806,0.300967120050954,55.77597127935754,0.351221418034515
mp-675295,In1P1F3,5,2.718626446629841,123.86473567,202.786,6.959796333512283,4.147165432559806,1235.096557623965,2143.360159018246,0.2514340951140676,81.90901868607676,0.418830999615061
mp-1227335,Bi2Te2S1,5,7.216024979027083,162.2889388,705.2249999999999,14.484156271382522,8.365207321425506,1076.686680480681,1884.9119856540783,0.2578468986276263,65.30326696431692,0.7814892051313099
mp-754976,Cs2Be1O2,5,4.0023111173350365,127.30107444,306.82,22.156331103371038,9.369516467165369,1530.0413458623516,2942.3210140504843,0.3146815550302549,101.33584248647328,0.8312754821427584
mp-642690,Cs1Ge1I3,5,4.157415075934626,234.16603564,586.257,9.54825007035501,4.230970415673752,1008.8074968932532,1911.4400182301547,0.3069561517581193,54.47610277484575,0.3187530719599219
mp-998560,In1Sn1Cl3,5,3.042056691612696,185.5352781,339.887,7.360173402781011,4.675214414074055,1239.701466552658,2113.910853238216,0.2378946338017777,71.74191649397423,0.5768176495159968
mp-1182231,Bi2Te2S1,5,6.436731485391273,181.9372206,705.2249999999999,14.912742534369514,8.763475268564916,1166.8243574698704,2032.762788710249,0.2543029063135273,68.0965112796286,0.9375819645538446
mp-8196,Ag1N1O3,5,4.2138153937457705,66.94305741,169.872,31.97034122065553,12.189419903060337,1700.8020329974422,3382.898085990544,0.3308598073088217,139.85368909950037,0.8675636325374507
mp-1069055,Cu1Br2N2,5,3.531085004485272,118.21186414,251.368,18.475205763119803,6.91595587695998,1399.497157322308,2800.645914244756,0.3335952513138602,95.2424824235886,0.4798583673663349
mp-1181856,Fe1Bi1O3,5,4.757274718516685,109.19388193,312.822,15.676163423416613,8.639917772001368,1347.6455728202868,2390.9683652185718,0.2671951271147224,93.38345997313569,0.8449819704089302
mp-571436,Sn1I4,5,4.035999108333169,257.69656386,626.326,2.1330765115637877,1.9045319193324772,686.9396698649092,1075.9619473115995,0.1559633974535276,35.319524067440376,0.1966983216235753
mp-998398,In1Sn1Br3,5,3.732494501124124,210.54334473,473.24,11.254643903653484,4.9932200840874765,1156.6201819221988,2190.663808695647,0.3067497280053433,64.70996358806826,0.4168204409691606
mp-998157,Rb1Sn1Br3,5,3.5805160811390837,205.86806453,443.89,17.21436882799562,5.812063989231,1274.067329130171,2640.47721376287,0.3482626382962286,72.20908142472862,0.3943817789254759
mp-33107,S1F4,5,2.050640961156125,87.50291616,108.057,4.343893141794541,1.310975932946666,799.5627360229855,1723.5749776332448,0.3628940143724596,60.39030053526557,0.0370764792914604
mp-27962,C1I4,5,3.925863056812128,219.79398928,519.627,2.7530605272803013,1.8165238492987172,680.2256101893832,1148.131091800245,0.2295687341625778,37.16785137145934,0.1348994017646827
mp-7483,K1Hg1F3,5,5.300232622253825,92.95131026,296.682,48.689935951803086,13.353250202543038,1587.252529567494,3541.9680912202352,0.3743602365441175,117.6782694047342,0.6879773315519478
mp-561947,Cs1Hg1F3,5,6.681654222298285,97.04743386,390.489,42.0679352382833,13.731235561939943,1433.5498852582562,3006.014469148862,0.3528113247762611,104.45920259556438,0.7860334474867389
mp-2646981,Cs1Pb1I2Br1,5,4.617346945830539,242.33084913,673.817,14.685394389839184,7.963767575073522,1313.297247401571,2340.971895044532,0.2703640393421102,69.79430581941725,0.9740225360832488
mp-734002,Hg1N2Cl2,5,3.596265436710638,138.29893536,299.51,11.815544420559371,2.98306380308302,910.7630475289304,2095.588164659395,0.3835641171700102,59.22196475643099,0.0918810662618741
mp-1224374,Ge1N1Cl3,5,1.1850500091093648,270.45398258,193.006,3.857300249533687,0.6372013757417084,733.2802929672783,1992.9630322103385,0.4217139758617578,38.32816375820666,0.012559113812142
mp-752446,Rb1N1O3,5,2.4144409633865886,101.42668427,147.472,17.17357292694855,6.625194646475265,1656.4984191676126,3281.997287118588,0.3290887289588361,118.56619636430564,0.5342640751854213
mp-998156,Rb1Sn1Cl3,5,2.9312379113468987,175.92255868,310.53700000000003,16.776289848453896,7.671217046574775,1617.732091569016,3035.240950752462,0.3016067518860926,96.03045627096633,0.8710101411453344
mp-998710,Tl1Hg1F3,5,8.26430206026361,92.82479953,461.967,31.95189161915512,8.843525074016805,1034.4502636244445,2300.660170005061,0.373300964862135,76.7174289402344,0.2998379209798831
mp-998744,Tl1Ge1Cl3,5,4.215033548155104,151.03928876,383.382,12.18253605087621,7.656660699447544,1347.7805453016747,2304.837285999771,0.240183666704129,83.55416433035248,0.9492563777831308
mp-1070498,Rb2Te2Pt1,5,5.81570723485461,177.37726233,621.2139999999999,30.29443238288564,11.388829635129673,1399.3884345120705,2796.448057260487,0.3329628512682621,83.17924818349255,0.9088133192912606
mp-1068340,Cs1Ge1Br3,5,4.062220673746048,182.0147119,445.257,14.72253441803773,8.115081330037752,1413.3986830599831,2507.558995469006,0.2671767987455897,82.60162674148353,0.98702852998564
mp-35683,Na1P1F3,5,1.704318387058378,108.11031667,110.958,14.79496428681041,3.887752530225846,1510.337277639493,3423.793272842427,0.3791939255007671,106.5470417136006,0.1911849007823322
mp-1180300,N1Cl1O3,5,1.73512063817804,93.27013638,97.457,9.2619150280789,2.3761282088434266,1170.2269548019035,2676.530696034623,0.3818312019736899,86.75001910355152,0.0839357258011123
mp-1226283,Cr1W1O3,5,4.161440303259124,113.26049814,283.833,43.75540843262048,9.539276415011678,1514.0348859706596,3683.868728909761,0.3983781567591309,105.44120385179988,0.3892167979545404
mp-19167,Rb2Ni1O2,5,3.842666914726845,113.06002288,261.627,25.60076567345163,10.218777362186504,1630.7338946031043,3194.990316445995,0.3238568513197422,112.49564884875758,0.8728324491819427
mp-551451,Fe1Bi1O3,5,3.935181476134888,132.00542264,312.822,20.65700198560629,5.79509990472061,1213.523193133109,2685.6715624272206,0.3717256990560762,80.01344665529074,0.2631065987631824
mp-1178561,Ag1Cl1O3,5,4.134326702491932,76.84405755,191.318,28.56256432213,8.232243810475852,1411.0965040173087,3092.500916185361,0.3685224230394137,111.3803679816541,0.3739073842284178
mp-7232,Cs2Hg1O2,5,5.781897147049447,143.14137276,498.398,18.148701919657675,8.3842676291538,1204.1965688935056,2252.18473162452,0.2998356405421699,76.55161371023195,0.6687313784978723
mp-1178562,Ag1Br1O3,5,5.067137776264992,77.26507621,235.769,34.41705308121226,8.481253838314766,1293.7449699637864,3003.982234666163,0.3861397475758344,102.1782030584734,0.2975806077092418
mp-1080226,Cs1Tl1Br3,5,4.7415843817860095,202.07453042,577.0,18.386217467683256,8.677393682574442,1352.7978637803642,2513.5105817034537,0.2961012418218541,76.62483547252673,0.8919991586201693
mp-655631,Fe1Bi1O3,5,4.044491876971634,128.43771473,312.822,15.59802802941335,5.524712586335343,1168.7533292919843,2382.83917040167,0.3416043677179952,77.45217240305547,0.3097578128030782
mp-684654,Bi2O3,5,8.344718987265127,92.72425937,465.957,50.45702366174849,16.15609776387628,1391.4332532906017,2937.350879572889,0.3553419912318463,102.97734775869932,0.8655571278476971
mp-1068320,Cs1S1O3,5,2.9531386634739425,119.7533641,212.967,14.434568338551587,4.137253131516655,1183.624992724995,2599.198153219893,0.369187302709547,80.58972693786646,0.1816215961325142
mp-729742,Sn1C1Cl3,5,2.370223923721969,166.09814799,237.08,2.969127393575161,2.549851468358452,1037.2005845347653,1639.224841936492,0.1661692237686463,61.79932161146685,0.3325700679606798
mp-558189,Ag3S1I1,5,6.374068971962514,125.72032925,482.573,29.109543297789443,6.9881640774442255,1047.0638539436236,2455.3329953515968,0.3888612973908953,70.33492849975264,0.2267931211187097
mp-1069726,Pd1N2Cl2,5,2.822735837892557,120.79878589,205.34,5.306762771417281,2.904990122153388,1014.4653348759751,1803.3838819373573,0.2685301071136687,67.97981118161027,0.2196835425618869
mp-998233,In1Ge1Cl3,5,2.814737005539953,173.33982192,293.817,6.169538597020447,3.804567887390416,1162.609205936608,1998.5204298182448,0.2442385670585936,68.8731487904937,0.4182711097911277
mp-1227389,Bi1Pb1I1O2,5,8.290860310524668,115.18327571,575.082,38.13597281461107,13.191276460965756,1261.373237027061,2592.523330096952,0.3449291572238248,86.71919691203941,0.7499637816721674
mp-1070356,Rb2Te2Pd1,5,4.95621752178941,178.43258698,532.556,31.347442269699734,10.629897424266527,1464.499937532834,3030.6026230615616,0.3476687941506726,87.04805491976002,0.7943078868064327
mp-674981,Ag3S1I1,5,6.4752134614493695,123.75654557,482.573,36.98072335759941,6.271403894662609,984.1365030712556,2646.2211844336,0.4197438869613737,66.73649827366911,0.1313198794960186
mp-1217312,Te1I4,5,4.54168327565316,232.25433728,635.216,1.4061532833022743,1.6272924037821146,598.5829969824271,887.3252347467122,0.0824423445018857,31.64497853147777,0.1725246806697408
mp-22981,Tl1I1O3,5,6.896965876400892,91.3199561,379.284,25.764845983973192,9.125281380766234,1150.254904847823,2345.1638451497715,0.3416113088774732,85.40452156791258,0.4493979430364984
mp-9008,Rb2Te2Au2,6,6.097261157081752,223.34455879,820.07,28.295438132786085,8.71066511057766,1195.2486451311042,2558.418613526442,0.3604015029713747,66.03509294738456,0.4287255559497839
mp-568722,Cd2Br4,6,4.88736410823126,184.9834963,544.438,13.456599812593986,5.076940221488371,1019.2100029186904,2034.3050650699145,0.3324321966916025,59.73537062720783,0.2503292118580147
mp-1018722,Hg3Se3,6,8.310326210063554,167.57990057,838.65,18.85042929605313,9.767121668786505,1084.11227800529,1958.4125994120932,0.2790857380166875,65.22115614367311,0.6938457897137191
mp-1219807,Pt1Br3N2,6,4.126879587862159,186.22353023,462.804,9.878631740653038,3.0017708363863185,852.8602399918964,1834.0001490879715,0.3620411077639496,50.073135211726346,0.0978020719704747
mp-28248,Cd2I4,6,5.253621470364323,231.51084427,732.438,6.803990081903143,4.415955184104244,916.8175952855244,1554.298581331949,0.2332063528673938,49.25587228281031,0.3689702837965726
mp-553303,Cs1Cu3O2,6,4.73202814048083,124.76754214,355.541,27.52900326446222,9.771865461066229,1437.02750326637,2927.6250050306608,0.3412951852086067,96.15123686036654,0.5573064688945972
mp-9252,Hg3S3,6,6.99532336600117,165.68572747,697.9649999999999,10.822159170155553,6.123046753174421,935.5777617368768,1647.461879175936,0.2619931754790948,56.38206801033065,0.4086634385442004
mp-569008,Pd2Cl4,6,3.9834868407995487,147.84215192,354.65200000000004,9.16582863491499,3.412091081342525,925.5046697232838,1855.5416183780003,0.3344158309148818,58.46627616917576,0.1397170729691212
mp-38511,Ag4S2,6,6.765448585893274,121.6454029,495.602,41.62563998690394,10.996045287126424,1274.8819164629474,2884.402624853511,0.3786066978033215,86.462192554089,0.3979366206001665
mp-551758,Ag1Cl1O4,6,3.47680740442439,99.01785878,207.317,29.94349601977987,7.177880951923843,1436.838011147539,3371.205311801204,0.3890114168743972,104.51500415213144,0.2456162164301934
mp-755060,Cs4O2,6,4.749210398849157,197.07098772,563.618,8.86987300407422,4.093094626150712,928.3573656108092,1736.8886011096815,0.300029339049936,53.05141469899012,0.23305057447416
mp-9384,Cs1Au3S2,6,7.2556895309979295,180.33146095,787.936,5.881391766192392,4.145363241480911,755.8610221781239,1253.9370700952277,0.2146316407394284,44.04340137037747,0.2837445930268897
mp-861189,Li2Cu2S2,6,3.51384151123762,96.92843705,205.104,44.91307983571931,14.18849762599702,2009.4496159895407,4262.113398198446,0.3570934679550874,146.56833350861868,0.9146909775792396
mp-1038759,Mg4Bi2,6,5.476719844823244,156.20600232,515.18,40.57202243029796,9.729780259048947,1332.8806194713477,3126.795319546713,0.3889681898621546,83.28461420334109,0.3597015513700669
